firma	bulstat	fobshtina	fgrad	vei	vobshtina	vgrad	moshtnost	vavejdane	podpomagane	mw	code	dostavchik
”УП България 12” ЕООД	200360961	Столична	София	ВтЕЦ ”Пролезки път - 2”	Шабла	Шабла	3.0	12/30/2009	няма	358	УП1201ВЕ0000/ЕЛ/270912/301012/000358	Енерго-Про Продажби АД
”УП България 12” ЕООД	200360961	Столична	София	ВтЕЦ ”Пролезки път - 2”	Шабла	Шабла	3.0	12/30/2009	няма	449	УП1201ВЕ0000/ЕЛ/301012/291112/000449	Енерго-Про Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	792	УП1301ВЕ0000/ЕЛ/291211/300112/000792	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	652	УП1301ВЕ0000/ЕЛ/300112/280212/000652	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	492	УП1301ВЕ0000/ЕЛ/280212/290312/000492	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	570	УП1301ВЕ0000/ЕЛ/290312/260412/000570	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	372	УП1301ВЕ0000/ЕЛ/260412/300512/000372	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	261	УП1301ВЕ0000/ЕЛ/300512/010712/000261	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	297	УП1301ВЕ0000/ЕЛ/300612/300712/000297	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	407	УП1301ВЕ0000/ЕЛ/300712/300812/000407	Е. ОН  България Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	303	УП1301ВЕ0000/ЕЛ/300812/270912/000303	Енерго-Про Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	385	УП1301ВЕ0000/ЕЛ/270912/301012/000385	Енерго-Про Продажби АД
”УП България 13” ЕООД	200361159	Столична	София	ВтЕЦ ”Пролезки път - 3”	Шабла	Шабла	3.0	12/30/2009	няма	467	УП1301ВЕ0000/ЕЛ/301012/291112/000467	Енерго-Про Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	705	УП1401ВЕ0000/ЕЛ/291211/300112/000705	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	646	УП1401ВЕ0000/ЕЛ/300112/280212/000646	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	466	УП1401ВЕ0000/ЕЛ/280212/290312/000466	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	575	УП1401ВЕ0000/ЕЛ/290312/260412/000575	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	351	УП1401ВЕ0000/ЕЛ/260412/300512/000351	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	212	УП1401ВЕ0000/ЕЛ/300512/010712/000212	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	307	УП1401ВЕ0000/ЕЛ/010712/300712/000307	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	381	УП1401ВЕ0000/ЕЛ/300712/300812/000381	Е. ОН  България Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	296	УП1401ВЕ0000/ЕЛ/300812/270912/000296	Енерго-Про Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	381	УП1401ВЕ0000/ЕЛ/270912/301012/000381	Енерго-Про Продажби АД
”УП България 14” ЕООД	200359635	Столична	София	ВтЕЦ ”Пролезки път - 4”	Шабла	Шабла	3.0	12/30/2009	няма	469	УП1401ВЕ0000/ЕЛ/301012/291112/000469	Енерго-Про Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	708	УП1501ВЕ0000/ЕЛ/291211/300112/000708	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	586	УП1501ВЕ0000/ЕЛ/300112/280212/000586	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	469	УП1501ВЕ0000/ЕЛ/280212/290312/000469	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	607	УП1501ВЕ0000/ЕЛ/290312/260412/000607	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	363	УП1501ВЕ0000/ЕЛ/260412/300512/000363	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	261	УП1501ВЕ0000/ЕЛ/300512/010712/000261	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	323	УП1501ВЕ0000/ЕЛ/010712/300712/000323	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	361	УП1501ВЕ0000/ЕЛ/300712/300812/000361	Е. ОН  България Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	303	УП1501ВЕ0000/ЕЛ/300812/270912/000303	Енерго-Про Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	357	УП1501ВЕ0000/ЕЛ/270912/301012/000357	Енерго-Про Продажби АД
”УП България 15” ЕООД	200359852	Столична	София	ВтЕЦ ”Пролезки път - 5”	Шабла	Шабла	3.0	12/30/2009	няма	477	УП1501ВЕ0000/ЕЛ/301012/291112/000477	Енерго-Про Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	347	УИНС01ВЕ0000/ЕЛ/291211/300112/000347	Е. ОН  България Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	358	УИНС01ВЕ0000/ЕЛ/300112/280212/000358	Е. ОН  България Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	341	УИНС01ВЕ0000/ЕЛ/280212/290312/000341	Е. ОН  България Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	778	УИНС01ВЕ0000/ЕЛ/290312/010712/000778	Е. ОН  България Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	183	УИНС01ВЕ0000/ЕЛ/010712/300712/000183	Е. ОН  България Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	230	УИНС01ВЕ0000/ЕЛ/310712/300812/000230	Е. ОН  България Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	183	УИНС01ВЕ0000/ЕЛ/300812/270912/000183	Енерго-Про Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	285	УИНС01ВЕ0000/ЕЛ/270912/301012/000285	Енерго-Про Продажби АД
”Уинд Сис” ООД	123689255	Столична	София	ВтЕЦ ”Било 1”	Каварна	с. Било	1.5	12/5/2008	няма	260	УИНС01ВЕ0000/ЕЛ/311012/291112/000260	Енерго-Про Продажби АД
”Би енд Ай-08” ЕООД	200498656	Омуртаг	с. Церовище	ФтЕЦ ”Церовище”	Омуртаг	с. Церовище	0.075	5/10/2011	ПРСР, Мярка 312	4	БИ0801СЕ0000/ЕЛ/291211/300112/000004	Е. ОН  България Продажби АД
”Би енд Ай-08” ЕООД	200498656	Омуртаг	с. Церовище	ФтЕЦ ”Церовище”	Омуртаг	с. Церовище	0.075	5/10/2011	ПРСР, Мярка 312	6	БИ0801СЕ0000/ЕЛ/300112/280212/000006	Е. ОН  България Продажби АД
”Би енд Ай-08” ЕООД	200498656	Омуртаг	с. Церовище	ФтЕЦ ”Церовище”	Омуртаг	с. Церовище	0.075	5/10/2011	ПРСР, Мярка 312	9	БИ0801СЕ0000/ЕЛ/280212/290312/000009	Е. ОН  България Продажби АД
”Би енд Ай-08” ЕООД	200498656	Омуртаг	с. Церовище	ФтЕЦ ”Церовище”	Омуртаг	с. Церовище	0.075	5/10/2011	ПРСР, Мярка 312	33	БИ0801СЕ0000/ЕЛ/290312/010712/000033	Е. ОН  България Продажби АД
