cord	ot	do	mw	podpomagane	dostavchik	podni
43	011112	301112	160	няма	ЧЕЗ	20,36,38,39,27
44	010112	310112	80	няма	EVN	3,20,17,18,17,5
44	010212	290212	224	няма	EVN	40,56,53,53,22
44	010312	310312	503	няма	EVN	64,112,113,115,99
44	010412	310512	1625	няма	EVN	27,189,189,187,185,186,185,186,185,106
44	010612	300612	412	няма	EVN	42,98,97,94,81
44	010712	310712	57	няма	EVN	2,14,14,14,10,3
44	010812	310812	15	няма	EVN	2,4,3,4,2
44	010912	300912	21	няма	EVN	2,7,5,4,3
44	011012	311012	19	няма	EVN	7,4,3,4,1
44	011112	301112	29	няма	EVN	4,7,7,7,4
45	010112	310112	24	няма	EVN	1,7,7,5,3,1
45	010212	290212	27	няма	EVN	5,7,7,7,1
45	010312	310312	45	няма	EVN	5,10,11,10,9
45	010412	310512	102	няма	EVN	2,14,14,14,10,11,10,11,10,6
45	010612	300612	60	няма	EVN	6,14,14,14,12
45	010712	310712	62	няма	EVN	2,14,14,14,14,4
45	010812	310812	56	няма	EVN	10,14,14,11,7
45	010912	300912	51	няма	EVN	4,14,12,11,10
45	011012	311012	39	няма	EVN	7,7,10,11,4
45	011112	301112	21	няма	EVN	4,7,4,4,2
46	010112	310112	173	няма	EVN	6,41,38,39,38,11
46	010212	290212	201	няма	EVN	35,49,49,49,19
46	010312	310312	372	няма	EVN	48,84,84,84,72
46	010412	300412	425	няма	EVN	14,98,98,99,102,14
46	010512	300612	930	няма	EVN	90,105,105,105,107,108,109,108,93
46	010712	310712	523	няма	EVN	17,119,119,119,116,33
46	010812	310812	474	няма	EVN	75,105,108,109,77
46	010912	300912	416	няма	EVN	28,98,98,98,94
46	011012	311012	338	няма	EVN	77,77,77,76,31
46	011112	301112	178	няма	EVN	24,42,42,42,28
47	010112	310112	183	няма	EVN	6,42,42,42,40,11
47	010212	290212	220	няма	EVN	40,53,52,53,22
47	010312	310312	356	няма	EVN	46,80,81,80,69
47	010412	300412	440	няма	EVN	15,105,103,101,102,14
47	010512	300612	958	няма	EVN	96,112,112,111,109,108,109,108,93
47	010712	310712	534	няма	EVN	17,119,119,122,122,35
47	010812	310812	485	няма	EVN	80,111,108,109,77
47	010912	300912	429	няма	EVN	28,98,100,102,101
47	011012	311012	337	няма	EVN	77,77,77,75,31
47	011112	301112	197	няма	EVN	28,46,45,46,32
48	010112	310112	166	няма	EVN	5,35,38,39,38,11
48	010212	290212	186	няма	EVN	30,46,45,46,19
48	010312	310312	327	няма	EVN	44,73,74,73,63
48	010412	300412	355	няма	EVN	12,84,84,83,81,11
48	010512	300612	761	няма	EVN	74,87,88,87,88,87,88,87,75
48	010712	310712	461	няма	EVN	15,105,105,105,102,29
48	010812	310812	418	няма	EVN	67,95,94,95,67
48	010912	300912	364	няма	EVN	24,84,84,85,87
48	011012	311012	333	няма	EVN	77,77,74,74,31
48	011112	301112	169	няма	EVN	24,41,38,39,27
49	010112	310112	203	няма	EVN	7,47,45,46,45,13
49	010212	290212	243	няма	EVN	40,59,59,60,25
49	010312	310312	413	няма	EVN	52,91,95,94,81
49	010412	300412	485	няма	EVN	16,112,112,113,116,16
49	010512	300612	1052	няма	EVN	102,119,119,119,121,122,123,122,105
49	010712	310712	596	няма	EVN	19,133,133,136,136,39
49	010812	310812	542	няма	EVN	87,123,122,123,87
49	010912	300912	479	няма	EVN	32,112,112,112,111
49	011012	311012	387	няма	EVN	87,88,87,88,37
49	011112	301112	219	няма	EVN	28,49,52,53,37
50	010112	310112	10	няма	EVN	0,0,2,4,3,1
50	010212	290212	47	няма	EVN	10,12,10,11,4
50	010312	310312	113	няма	EVN	16,27,25,24,21
50	010412	300412	167	няма	EVN	6,40,39,38,39,5
50	010512	300612	277	няма	EVN	30,31,32,31,32,31,32,31,27
50	010712	310712	17	няма	EVN	1,5,3,4,3,1
50	010812	310812	13	няма	EVN	0,4,3,4,2
50	010912	300912	8	няма	EVN	0,0,1,4,3
50	011012	311012	22	няма	EVN	7,7,3,4,1
50	011112	301112	47	няма	EVN	8,11,10,11,7
51	010112	310112	48	няма	EVN	2,12,10,11,10,3
51	010212	290212	112	няма	EVN	20,28,28,26,10
51	010312	310312	152	няма	EVN	20,35,35,35,27
51	010412	300412	149	няма	EVN	5,35,35,35,35,4
51	010512	300612	244	няма	EVN	24,28,28,28,28,28,28,28,24
51	010712	310712	26	няма	EVN	1,7,7,7,3,1
51	010812	310812	16	няма	EVN	3,4,3,4,2
51	010912	300912	13	няма	EVN	0,3,3,4,3
51	011012	311012	23	няма	EVN	7,7,4,4,1
51	011112	301112	56	няма	EVN	8,14,14,13,7
52	010112	310112	158	няма	EVN	5,35,35,35,37,11
52	010212	290212	189	няма	EVN	33,46,45,46,19
52	010312	310312	309	няма	EVN	40,70,70,70,59
52	010412	300412	386	няма	EVN	13,91,91,91,88,12
52	010512	310512	352	няма	EVN	66,79,81,80,46
52	010612	310712	945	няма	EVN	46,109,108,109,108,109,108,109,108,31
52	010812	310812	441	няма	EVN	70,98,99,102,72
52	010912	300912	393	няма	EVN	26,91,91,91,94
52	011012	311012	310	няма	EVN	70,70,70,70,30
52	011112	301112	159	няма	EVN	20,35,38,39,27
53	010112	310112	524	КЛЕЕВИ	ЧЕЗ	17,119,119,119,117,33
53	010212	290212	598	КЛЕЕВИ	ЧЕЗ	105,145,143,144,61
53	010312	310312	559	КЛЕЕВИ	ЧЕЗ	72,126,126,126,109
53	010412	300412	446	КЛЕЕВИ	ЧЕЗ	15,105,105,105,102,14
53	010512	310512	232	КЛЕЕВИ	ЧЕЗ	45,52,53,52,30
53	010612	300612	141	КЛЕЕВИ	ЧЕЗ	15,35,33,31,27
53	010712	310712	161	КЛЕЕВИ	ЧЕЗ	5,35,35,37,38,11
53	010812	310812	207	КЛЕЕВИ	ЧЕЗ	35,49,45,46,32
53	010912	300912	168	КЛЕЕВИ	ЧЕЗ	12,41,38,39,38
53	011012	311012	268	КЛЕЕВИ	ЧЕЗ	63,61,59,60,25
53	011112	301112	308	КЛЕЕВИ	ЧЕЗ	40,70,72,74,52
54	010112	310112	21	няма	ЧЕЗ	1,7,5,4,3,1
54	010212	290212	23	няма	ЧЕЗ	5,7,6,4,1
54	010312	310312	50	няма	ЧЕЗ	8,12,11,10,9
54	010412	300412	46	няма	ЧЕЗ	2,11,11,10,11,1
54	010512	310512	49	няма	ЧЕЗ	12,10,11,10,6
54	010612	300612	70	няма	ЧЕЗ	6,14,18,17,15
54	010712	310712	70	няма	ЧЕЗ	2,14,14,18,17,5
54	010812	310812	71	няма	ЧЕЗ	10,14,17,18,12
54	010912	300912	57	няма	ЧЕЗ	4,14,14,14,11
54	011012	311012	43	няма	ЧЕЗ	7,11,10,11,4
54	011112	301112	17	няма	ЧЕЗ	4,4,3,4,2
55	010112	310112	14	няма	ЧЕЗ	0,3,3,4,3,1
55	010212	290212	14	няма	ЧЕЗ	2,4,3,4,1
55	010312	310312	34	няма	ЧЕЗ	4,7,7,7,9
55	010412	300412	37	няма	ЧЕЗ	1,7,7,10,11,1
55	010512	310512	41	няма	ЧЕЗ	6,8,11,10,6
55	010612	300612	59	няма	ЧЕЗ	6,14,14,14,11
55	010712	310712	55	няма	ЧЕЗ	2,14,14,12,10,3
55	010812	310812	54	няма	ЧЕЗ	10,14,12,11,7
55	010912	300912	44	няма	ЧЕЗ	2,11,10,11,10
55	011012	311012	34	няма	ЧЕЗ	7,7,7,9,4
55	011112	301112	12	няма	ЧЕЗ	0,3,3,4,2
56	010112	310112	18	няма	ЧЕЗ	1,6,3,4,3,1
56	010212	290212	18	няма	ЧЕЗ	5,5,3,4,1
56	010312	310312	44	няма	ЧЕЗ	4,10,11,10,9
56	010412	300412	39	няма	ЧЕЗ	1,7,9,10,11,1
56	010512	310512	40	няма	ЧЕЗ	6,7,11,10,6
56	010612	300612	54	няма	ЧЕЗ	6,14,14,11,9
56	010712	310712	53	няма	ЧЕЗ	2,14,13,11,10,3
56	010812	310812	53	няма	ЧЕЗ	10,14,11,11,7
56	010912	300912	42	няма	ЧЕЗ	2,9,10,11,10
56	011012	311012	33	няма	ЧЕЗ	7,7,7,8,4
56	011112	301112	12	няма	ЧЕЗ	0,3,3,4,2
57	010112	310112	857	няма	ЧЕЗ	28,196,193,193,192,55
57	010212	290212	740	няма	ЧЕЗ	128,179,178,179,76
57	010312	310312	1341	няма	ЧЕЗ	172,301,303,304,261
57	010412	300412	1935	няма	ЧЕЗ	65,451,452,451,452,64
57	010512	310512	1800	няма	ЧЕЗ	348,406,406,406,234
57	010612	300612	1726	няма	ЧЕЗ	174,402,403,402,345
57	010712	310712	1742	няма	ЧЕЗ	56,392,392,394,395,113
57	010812	310812	1116	няма	ЧЕЗ	180,252,252,252,180
57	010912	300912	876	няма	ЧЕЗ	58,203,203,206,206
57	011012	311012	795	няма	ЧЕЗ	182,180,178,179,76
57	011112	301112	1469	няма	ЧЕЗ	196,343,343,343,244
57	010112	310112	1304	няма	НЕК	42,294,294,294,295,85
57	010212	290212	452	няма	НЕК	80,109,108,109,46
57	010312	310312	3329	няма	НЕК	428,751,753,752,645
57	010412	300412	10509	няма	НЕК	350,2450,2452,2453,2454,350
57	010512	310512	14376	няма	НЕК	2784,3248,3246,3244,1854
57	010612	300612	11367	няма	НЕК	1137,2653,2653,2653,2271
57	010712	310712	4654	няма	НЕК	150,1050,1050,1050,1053,301
57	010812	310812	2148	няма	НЕК	345,483,486,487,347
57	010912	300912	2262	няма	НЕК	150,527,528,529,528
57	011012	311012	2116	няма	НЕК	476,476,479,480,205
57	011112	301112	1962	няма	НЕК	260,458,458,459,327
58	010112	310112	137	няма	EVN	4,30,31,32,31,9
58	010212	290212	147	няма	EVN	25,35,35,36,16
58	010312	310312	250	няма	EVN	32,56,56,56,50
58	010412	300412	288	няма	EVN	10,69,67,66,67,9
58	010512	310512	272	няма	EVN	54,63,62,59,34
58	010612	300612	353	няма	EVN	36,84,84,80,69
58	010712	310712	373	няма	EVN	12,84,84,84,84,25
58	010812	310812	307	няма	EVN	50,70,70,70,47
58	010912	300912	305	няма	EVN	20,70,70,72,73
58	011012	311012	233	няма	EVN	53,53,52,53,22
58	011112	301112	166	няма	EVN	23,39,38,39,27
59	010112	310112	2	МФ ”Козлодуй”	EON	0,0,0,0,1,1
59	010212	290212	4	МФ ”Козлодуй”	EON	0,0,0,3,1
59	010312	310312	5	МФ ”Козлодуй”	EON	0,0,0,2,3
59	010412	300412	6	МФ ”Козлодуй”	EON	0,0,0,2,4,0
59	010512	310512	8	МФ ”Козлодуй”	EON	0,0,3,3,2
59	010612	300612	8	МФ ”Козлодуй”	EON	0,0,2,3,3
59	010712	310712	8	МФ ”Козлодуй”	EON	0,0,0,4,3,1
59	010812	310812	8	МФ ”Козлодуй”	EON	0,0,2,4,2
59	010912	300912	6	МФ ”Козлодуй”	Енерго-Про Продажби	0,0,0,3,3
59	011012	311012	5	МФ ”Козлодуй”	Енерго-Про Продажби	0,0,0,4,1
59	011112	301112	2	МФ ”Козлодуй”	Енерго-Про Продажби	0,0,0,0,2
60	010112	310112	111	няма	EON	4,27,24,25,24,7
60	300112	280212	83	няма	EON	21,21,19,17,5
60	290212	290312	66	няма	EON	10,14,15,17,10
60	300312	270412	73	няма	EON	8,18,17,18,12
60	280412	300512	45	няма	EON	2,7,11,10,11,4
60	310512	010712	25	няма	EON	4,7,7,4,3
60	020712	300712	35	няма	EON	7,7,9,11,1
60	310712	300812	47	няма	EON	10,10,11,10,6
60	310812	270912	36	няма	Енерго-Про Продажби	3,7,10,10,6
60	280912	301012	53	няма	Енерго-Про Продажби	6,13,10,11,10,3
60	311012	291112	49	няма	Енерго-Про Продажби	10,12,11,10,6
61	010112	310112	108	няма	EON	3,25,24,25,24,7
61	300112	280212	72	няма	EON	15,17,18,17,5
61	290212	290312	73	няма	EON	11,17,18,17,10
61	300312	270412	89	няма	EON	9,21,21,21,17
61	280412	300512	53	няма	EON	4,13,11,10,11,4
61	310512	010712	31	няма	EON	4,7,7,7,6
61	020712	300712	42	няма	EON	9,11,10,11,1
61	310712	300812	50	няма	EON	12,11,11,10,6
61	310812	270912	41	няма	Енерго-Про Продажби	4,10,11,10,6
61	280912	301012	46	няма	Енерго-Про Продажби	3,9,10,11,10,3
61	311012	291112	50	няма	Енерго-Про Продажби	10,13,11,10,6
62	010112	310112	181	няма	EON	6,42,42,42,38,11
62	300112	270212	159	няма	EON	38,39,38,39,5
62	280212	290312	101	няма	EON	18,21,24,24,14
62	300312	270412	98	няма	EON	9,23,24,25,17
62	280412	300512	72	няма	EON	4,14,14,15,18,7
62	310512	010712	29	няма	EON	4,7,7,7,4
62	020712	300712	70	няма	EON	15,18,17,18,2
62	310712	300812	69	няма	EON	12,14,16,17,10
62	310812	270912	50	няма	Енерго-Про Продажби	6,14,14,10,6
62	280912	301012	81	няма	Енерго-Про Продажби	6,18,17,18,17,5
62	311012	291112	79	няма	Енерго-Про Продажби	15,19,18,17,10
63	010112	310112	382	няма	EON	12,84,86,88,87,25
63	300112	280212	330	няма	EON	77,77,77,77,22
63	290212	290312	236	няма	EON	40,56,56,54,30
63	300312	270412	267	няма	EON	27,63,63,67,47
63	280412	300512	154	няма	EON	10,35,33,31,32,13
63	310512	010712	86	няма	EON	12,21,18,18,17
63	020712	300712	141	няма	EON	35,35,35,32,4
63	310712	300812	161	няма	EON	30,35,36,38,22
63	310812	270912	128	няма	Енерго-Про Продажби	15,32,32,31,18
63	280912	301012	196	няма	Енерго-Про Продажби	18,42,42,42,41,11
63	311012	291112	184	няма	Енерго-Про Продажби	30,42,42,44,26
64	010112	310112	435	няма	EON	14,98,98,98,98,29
64	300112	280212	269	няма	EON	63,63,63,63,17
64	290212	290312	264	няма	EON	45,63,63,59,34
64	300312	270412	318	няма	EON	33,77,77,77,54
64	280412	300512	161	няма	EON	10,35,35,35,33,13
64	310512	010712	76	няма	EON	8,16,17,18,17
64	020712	300712	150	няма	EON	35,35,36,39,5
64	310712	300812	170	няма	EON	33,38,39,38,22
64	310812	270912	132	няма	Енерго-Про Продажби	15,35,33,31,18
64	280912	301012	208	няма	Енерго-Про Продажби	18,42,44,46,45,13
64	311012	291112	158	няма	Енерго-Про Продажби	25,35,38,38,22
65	010112	310112	751	няма	EON	24,168,168,171,171,49
65	300112	280212	686	няма	EON	161,161,161,158,45
65	290212	290312	440	няма	EON	75,104,102,101,58
65	300312	270412	498	няма	EON	51,119,119,122,87
65	280412	300512	378	няма	EON	22,80,81,80,81,34
65	310512	010712	193	няма	EON	24,42,42,42,43
65	020712	300712	323	няма	EON	77,77,77,81,11
65	310712	300812	378	няма	EON	72,84,85,87,50
65	310812	270912	286	няма	Енерго-Про Продажби	30,70,71,73,42
65	280912	301012	421	няма	Енерго-Про Продажби	39,91,91,88,87,25
65	311012	291112	453	няма	Енерго-Про Продажби	75,105,105,106,62
66	010112	310112	250	няма	EON	8,56,56,56,57,17
66	300112	280212	154	няма	EON	35,35,35,38,11
66	290212	290312	143	няма	EON	25,35,34,31,18
66	300312	270412	224	няма	EON	24,56,54,53,37
66	280412	300512	107	няма	EON	6,21,21,24,25,10
66	310512	010712	70	няма	EON	8,14,14,17,17
66	020712	300712	98	няма	EON	21,25,24,25,3
66	310712	300812	101	няма	EON	18,21,24,24,14
66	310812	270912	72	няма	Енерго-Про Продажби	9,18,18,17,10
66	280912	301012	135	няма	Енерго-Про Продажби	12,28,28,28,30,9
66	311012	291112	94	няма	Енерго-Про Продажби	15,21,21,23,14
67	010112	310112	33	няма	EON	1,7,7,7,8,3
67	300112	280212	17	няма	EON	6,3,4,3,1
67	290212	290312	24	няма	EON	5,7,7,3,2
67	300312	270412	30	няма	EON	3,7,7,7,6
67	280412	300512	15	няма	EON	0,3,4,3,4,1
67	310512	010712	10	няма	EON	0,0,3,4,3
67	020712	300712	15	няма	EON	4,4,3,4,0
67	310712	300812	15	няма	EON	3,3,4,3,2
67	310812	270912	12	няма	Енерго-Про Продажби	0,3,4,3,2
67	280912	301012	19	няма	Енерго-Про Продажби	3,5,3,4,3,1
67	311012	291112	16	няма	Енерго-Про Продажби	4,3,4,3,2
68	010112	310112	32	няма	EON	1,7,7,7,7,3
68	300112	280212	27	няма	EON	7,7,7,5,1
68	290212	290312	24	няма	EON	5,7,7,3,2
68	300312	270412	19	няма	EON	3,7,3,4,2
68	280412	300512	15	няма	EON	0,3,4,3,4,1
68	310512	010712	9	няма	EON	0,0,2,4,3
68	020712	300712	15	няма	EON	4,4,3,4,0
68	310712	300812	12	няма	EON	0,3,4,3,2
68	310812	270912	10	няма	Енерго-Про Продажби	0,1,4,3,2
68	280912	301012	20	няма	Енерго-Про Продажби	3,6,3,4,3,1
68	311012	291112	16	няма	Енерго-Про Продажби	4,3,4,3,2
69	010112	310112	31	няма	EON	1,7,7,7,7,2
69	300112	280212	26	няма	EON	7,7,7,4,1
69	290212	290312	24	няма	EON	5,7,7,3,2
69	300312	270412	29	няма	EON	3,7,7,7,5
69	280412	300512	17	няма	EON	2,3,4,3,4,1
69	310512	010712	8	няма	EON	0,0,1,4,3
69	020712	300712	17	няма	EON	6,4,3,4,0
69	310712	300812	12	няма	EON	0,3,4,3,2
69	310812	270912	14	няма	Енерго-Про Продажби	2,3,4,3,2
69	280912	301012	21	няма	Енерго-Про Продажби	3,7,3,4,3,1
69	311012	291112	17	няма	Енерго-Про Продажби	5,3,4,3,2
70	010112	310112	154	няма	EON	5,35,35,35,35,9
70	300112	280212	104	няма	EON	24,24,25,24,7
70	290212	290312	88	няма	EON	15,21,21,21,10
70	300312	270412	116	няма	EON	12,28,28,28,20
70	280412	300512	60	няма	EON	4,14,14,13,11,4
71	300512	010712	34	няма	EON	5,7,7,7,8
71	020712	300712	55	няма	EON	14,14,14,12,1
71	310712	310812	57	няма	EON	12,14,13,11,7
71	010912	270912	44	няма	Енерго-Про Продажби	4,13,11,10,6
71	280912	301012	65	няма	Енерго-Про Продажби	6,14,14,14,14,3
71	311012	291112	65	няма	Енерго-Про Продажби	10,14,14,17,10
72	010112	310112	293	няма	EON	9,66,66,67,66,19
72	300112	280212	193	няма	EON	44,45,46,45,13
72	290212	290312	178	няма	EON	30,42,42,42,22
72	300312	270412	219	няма	EON	24,53,52,53,37
72	280412	300512	113	няма	EON	6,23,25,24,25,10
72	310512	010712	67	няма	EON	8,14,14,14,17
72	020712	300712	114	няма	EON	28,28,28,27,3
72	310712	300812	120	няма	EON	24,28,28,26,14
72	310812	270912	94	няма	Енерго-Про Продажби	9,22,25,24,14
72	280912	301012	151	няма	Енерго-Про Продажби	15,33,31,32,31,9
72	311012	291112	128	няма	Енерго-Про Продажби	20,28,31,31,18
73	010112	310112	64	няма	EVN	2,14,14,14,15,5
73	010212	290212	41	няма	EVN	5,11,10,11,4
73	010312	310312	44	няма	EVN	4,10,11,10,9
73	010412	300412	9	няма	EVN	0,0,2,3,4,0
73	010512	310512	39	няма	EVN	6,7,10,10,6
73	010612	300612	21	няма	EVN	3,7,5,3,3
73	010712	310712	33	няма	EVN	1,7,7,7,8,3
73	010812	310812	32	няма	EVN	5,7,7,7,6
73	010912	300912	22	няма	EVN	2,7,6,4,3
73	011012	311012	44	няма	EVN	8,11,10,11,4
73	011112	301112	37	няма	EVN	4,7,8,11,7
74	010112	310112	215	няма	EVN	7,49,49,49,48,13
74	010212	290212	123	няма	EVN	20,28,30,32,13
74	010312	310312	206	няма	EVN	28,48,46,45,39
74	010412	300412	221	няма	EVN	7,49,53,52,53,7
74	010512	310512	126	няма	EVN	24,28,28,28,18
74	010612	300612	74	няма	EVN	7,17,18,17,15
